normalized_id,hardware,device_id,hardware_session_id,session_id,source_system,payload_format,state_client,city,execution_place,seed_type,weight_kg,event_time,ingestion_time,event_date,event_hour,delay_ms,is_late,is_buffered,latitude,longitude,latitude_ref,longitude_ref,gps_valid,gps_status,speed_kmh,rssi_dbm,signal_quality,network_condition,machine_on,machine_operating,machine_status,scenario_state,parse_ok,parse_error,data_quality_ok,data_quality_flags,raw_record_id,raw_payload,observacoes,modem_status,gnss_age,err_code,_source_file,_source_line
9df6ff77-0619-481f-8886-13c08102953a,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:01:00,2026-03-13 07:01:17,2026-03-13,7,17216.0,1,0,-26.524964,-52.341707,-26.525,-52.341667,1,valid,,-73.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0001,"DEV=ZF4G-0001|TS=2026-03-13 07:01:00|LAT=-26.524964|LON=-52.341707|GNSSAGE=2026/03/13 07:00:12|NET=LTE CAT-M1|RSSI=-73|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400030002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",atrasado,ONLINE,2026/03/13 07:00:12,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,1
94f3e5c3-a601-46de-9b06-0741560b52e8,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:04:29,2026-03-13 07:04:36,2026-03-13,7,7484.0,1,0,-26.524972,-52.341671,-26.525,-52.341667,1,valid,,-80.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0002,"DEV=ZF4G-0001|TS=2026-03-13 07:04:29|LAT=-26.524972|LON=-52.341671|GNSSAGE=2026/03/13 06:59:44|NET=LTE CAT-M1|RSSI=-80|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400070002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 06:59:44,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,2
c4a1c0dd-9f07-4879-9a10-5c06f5de3ad1,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:07:53,2026-03-13 07:08:48,2026-03-13,7,55868.0,1,0,-26.525,-52.341632,-26.525,-52.341667,1,valid,,-108.0,critical,critical,1,0,idle,powered_idle,1,,0,empty_modbus_response,ZEFIRO-0001-0003,"DEV=ZF4G-0001|TS=2026-03-13 07:07:53|LAT=-26.525000|LON=-52.341632|GNSSAGE=2026/03/13 07:07:17|NET=LTE CAT-M1|RSSI=-108|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=MB_EMPTY_RESP",atrasado;cobertura_critical,ONLINE,2026/03/13 07:07:17,MB_EMPTY_RESP,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,3
c9bb4619-bba5-4f7f-955e-c89d7c80cece,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:13:34,2026-03-13 07:20:02,2026-03-13,7,388982.0,1,1,-26.524993,-52.341685,-26.525,-52.341667,1,valid,,-108.0,critical,critical,1,0,idle,powered_idle,1,,0,delayed_send;modem_retry,ZEFIRO-0001-0004,"DEV=ZF4G-0001|TS=2026-03-13 07:13:34|LAT=-26.524993|LON=-52.341685|GNSSAGE=2026/03/13 07:10:11|NET=LTE CAT-M1|RSSI=-108|MODEM=RETRY|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400020002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=1|ERR=DELAYED_SEND",buffer/reenvio;atrasado;cobertura_critical,RETRY,2026/03/13 07:10:11,DELAYED_SEND,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,4
66a9d93b-3188-4333-ac0b-32be03e964b7,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:15:57,2026-03-13 07:16:02,2026-03-13,7,5644.0,1,0,,,-26.525,-52.341667,0,lost,,-91.0,poor,good,1,0,idle,powered_idle,1,,0,gps_lost,ZEFIRO-0001-0005,"DEV=ZF4G-0001|TS=2026-03-13 07:15:57|LAT=|LON=|GNSSAGE=2026/03/13 07:11:25|NET=LTE CAT-M1|RSSI=-91|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400020002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=GNSS_LOST",gps_invalido_ou_perdido,ONLINE,2026/03/13 07:11:25,GNSS_LOST,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,5
1502d7b9-12d8-446d-b316-ea6997377c7a,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:20:05,2026-03-13 07:20:07,2026-03-13,7,2348.0,0,0,-26.524951,-52.341652,-26.525,-52.341667,1,valid,,-112.0,critical,poor,1,0,idle,powered_idle,1,,0,empty_modbus_response,ZEFIRO-0001-0006,"DEV=ZF4G-0001|TS=2026-03-13 07:20:05|LAT=-26.524951|LON=-52.341652|GNSSAGE=2026/03/13 07:18:56|NET=LTE CAT-M1|RSSI=-112|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=MB_EMPTY_RESP",cobertura_poor,ONLINE,2026/03/13 07:18:56,MB_EMPTY_RESP,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,6
3fcae080-c3ff-4940-8cb4-06d625530054,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:27:04,2026-03-13 07:27:08,2026-03-13,7,4969.0,0,0,-26.524999,-52.341692,-26.525,-52.341667,1,valid,,-92.0,poor,good,1,0,idle,powered_idle,1,,0,empty_modbus_response,ZEFIRO-0001-0007,"DEV=ZF4G-0001|TS=2026-03-13 07:27:04|LAT=-26.524999|LON=-52.341692|GNSSAGE=2026/03/13 07:24:42|NET=LTE CAT-M1|RSSI=-92|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=MB_EMPTY_RESP",,ONLINE,2026/03/13 07:24:42,MB_EMPTY_RESP,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,7
fa4153eb-099f-472b-a32d-4808948ef120,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:29:55,2026-03-13 07:32:37,2026-03-13,7,162225.0,1,0,-26.524962,-52.341627,-26.525,-52.341667,1,valid,,-76.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0008,"DEV=ZF4G-0001|TS=2026-03-13 07:29:55|LAT=-26.524962|LON=-52.341627|GNSSAGE=2026/03/13 07:25:12|NET=LTE CAT-M1|RSSI=-76|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400020002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",atrasado,ONLINE,2026/03/13 07:25:12,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,8
fec6cc53-e99f-4637-a779-92b78ee7a8b1,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:34:20,2026-03-13 07:46:15,2026-03-13,7,715639.0,1,1,-26.524983,-52.341682,-26.525,-52.341667,1,valid,,-76.0,good,good,1,0,idle,powered_idle,1,,0,delayed_send;modem_retry,ZEFIRO-0001-0009,"DEV=ZF4G-0001|TS=2026-03-13 07:34:20|LAT=-26.524983|LON=-52.341682|GNSSAGE=2026/03/13 07:33:00|NET=LTE CAT-M1|RSSI=-76|MODEM=RETRY|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400030002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=1|ERR=DELAYED_SEND",buffer/reenvio,RETRY,2026/03/13 07:33:00,DELAYED_SEND,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,9
87a554aa-e951-46d6-863e-ea40b7cec6c2,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:45:51,2026-03-13 07:45:59,2026-03-13,7,8637.0,1,0,,,-26.525,-52.341667,0,invalid,,-84.0,moderate,moderate,1,0,idle,powered_idle,1,,0,empty_modbus_response,ZEFIRO-0001-0010,"DEV=ZF4G-0001|TS=2026-03-13 07:45:51|LAT=|LON=|GNSSAGE=2026/03/13 07:41:57|NET=LTE CAT-M1|RSSI=-84|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=MB_EMPTY_RESP",gps_invalido_ou_perdido,ONLINE,2026/03/13 07:41:57,MB_EMPTY_RESP,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,10
82c2539a-7c85-4356-acee-9bd2d901cd93,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:50:16,2026-03-13 07:50:19,2026-03-13,7,3639.0,0,0,-26.524918,-52.341708,-26.525,-52.341667,1,valid,,-93.0,poor,good,1,0,idle,metal_shed_idle,1,,1,,ZEFIRO-0001-0011,"DEV=ZF4G-0001|TS=2026-03-13 07:50:16|LAT=-26.524918|LON=-52.341708|GNSSAGE=2026/03/13 07:48:44|NET=LTE CAT-M1|RSSI=-93|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400090002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",barracao_metalico,ONLINE,2026/03/13 07:48:44,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,11
3700e42e-896f-460e-9847-6cf93a457d79,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:54:07,2026-03-13 07:54:12,2026-03-13,7,5072.0,1,0,-26.525011,-52.341659,-26.525,-52.341667,1,valid,,-85.0,moderate,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0012,"DEV=ZF4G-0001|TS=2026-03-13 07:54:07|LAT=-26.525011|LON=-52.341659|GNSSAGE=2026/03/13 07:54:06|NET=LTE CAT-M1|RSSI=-85|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400080002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 07:54:06,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,12
88fb7a98-a639-427f-835d-bbc93cc0e727,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 07:59:21,2026-03-13 08:00:52,2026-03-13,7,91731.0,1,0,-26.525017,-52.341686,-26.525,-52.341667,1,valid,,-95.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0013,"DEV=ZF4G-0001|TS=2026-03-13 07:59:21|LAT=-26.525017|LON=-52.341686|GNSSAGE=2026/03/13 07:55:51|NET=LTE CAT-M1|RSSI=-95|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400050002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",atrasado,ONLINE,2026/03/13 07:55:51,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=07\part-00001.jsonl,13
2a3b7bf5-9b32-49b4-83c9-cfc2663a48bd,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:02:56,2026-03-13 08:02:59,2026-03-13,8,3221.0,0,0,-26.52502,-52.341662,-26.525,-52.341667,1,valid,,-93.0,poor,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0014,"DEV=ZF4G-0001|TS=2026-03-13 08:02:56|LAT=-26.525020|LON=-52.341662|GNSSAGE=2026/03/13 07:59:15|NET=LTE CAT-M1|RSSI=-93|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400090002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 07:59:15,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,1
20eef61b-403a-4261-bd6c-008cdd2b79b0,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:07:57,2026-03-13 08:08:01,2026-03-13,8,4245.0,0,0,-26.524984,-52.341689,-26.525,-52.341667,1,valid,,-72.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0015,"DEV=ZF4G-0001|TS=2026-03-13 08:07:57|LAT=-26.524984|LON=-52.341689|GNSSAGE=2026/03/13 08:07:09|NET=LTE CAT-M1|RSSI=-72|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400030002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:07:09,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,2
9f561ef6-c72d-474d-be2d-5f9187926165,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:11:11,2026-03-13 08:11:15,2026-03-13,8,4645.0,0,0,-26.525021,-52.341636,-26.525,-52.341667,1,valid,,-87.0,moderate,good,1,0,idle,metal_shed_idle,1,,1,,ZEFIRO-0001-0016,"DEV=ZF4G-0001|TS=2026-03-13 08:11:11|LAT=-26.525021|LON=-52.341636|GNSSAGE=2026/03/13 08:06:57|NET=LTE CAT-M1|RSSI=-87|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400060002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",barracao_metalico,ONLINE,2026/03/13 08:06:57,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,3
15bf6786-b625-4522-a583-ee093e6d7c01,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:14:25,2026-03-13 08:14:33,2026-03-13,8,8449.0,1,0,-26.524954,-52.341665,-26.525,-52.341667,1,valid,,-92.0,poor,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0017,"DEV=ZF4G-0001|TS=2026-03-13 08:14:25|LAT=-26.524954|LON=-52.341665|GNSSAGE=2026/03/13 08:13:22|NET=LTE CAT-M1|RSSI=-92|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400070002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:13:22,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,4
e0f8be67-400b-4f59-8bb9-98539bdea287,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:20:02,2026-03-13 08:20:09,2026-03-13,8,7592.0,1,0,-26.524726,-52.341718,-26.525,-52.341667,1,valid,,-79.0,good,moderate,1,1,operating,operating_nominal,1,,1,,ZEFIRO-0001-0018,"DEV=ZF4G-0001|TS=2026-03-13 08:20:02|LAT=-26.524726|LON=-52.341718|GNSSAGE=2026/03/13 08:15:58|NET=LTE CAT-M1|RSSI=-79|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400070002ABCD,0104020001ABCD|PWR=1|RUN=1|BUF=0|ERR=",,ONLINE,2026/03/13 08:15:58,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,5
8de201ab-a827-44fc-8587-93e5a7eaa24a,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:24:22,2026-03-13 08:24:24,2026-03-13,8,2735.0,0,0,-26.525021,-52.34169,-26.525,-52.341667,1,valid,,-87.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0019,"DEV=ZF4G-0001|TS=2026-03-13 08:24:22|LAT=-26.525021|LON=-52.341690|GNSSAGE=2026/03/13 08:22:23|NET=LTE CAT-M1|RSSI=-87|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400060002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:22:23,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,6
a21f18e1-2b11-4ccb-9b9b-6407aa89d0ef,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:30:54,2026-03-13 08:31:02,2026-03-13,8,8714.0,1,0,-26.52496,-52.341659,-26.525,-52.341667,1,valid,,-71.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0020,"DEV=ZF4G-0001|TS=2026-03-13 08:30:54|LAT=-26.524960|LON=-52.341659|GNSSAGE=2026/03/13 08:25:59|NET=LTE CAT-M1|RSSI=-71|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400060002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:25:59,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,7
5ae697e4-4027-4998-9e02-167f435364de,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:34:24,2026-03-13 08:34:29,2026-03-13,8,5070.0,1,0,-26.52497,-52.341627,-26.525,-52.341667,1,valid,,-78.0,good,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0021,"DEV=ZF4G-0001|TS=2026-03-13 08:34:24|LAT=-26.524970|LON=-52.341627|GNSSAGE=2026/03/13 08:30:15|NET=LTE CAT-M1|RSSI=-78|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400000002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:30:15,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,8
45e9f75a-7848-48a5-bfa9-7baa6cdf2f33,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:37:42,2026-03-13 08:37:44,2026-03-13,8,2611.0,0,0,-26.524959,-52.341658,-26.525,-52.341667,1,valid,,-109.0,critical,poor,1,0,idle,powered_idle,1,,0,empty_modbus_response,ZEFIRO-0001-0022,"DEV=ZF4G-0001|TS=2026-03-13 08:37:42|LAT=-26.524959|LON=-52.341658|GNSSAGE=2026/03/13 08:33:45|NET=LTE CAT-M1|RSSI=-109|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400020002ABCD,|PWR=1|RUN=0|BUF=0|ERR=MB_EMPTY_RESP",cobertura_poor,ONLINE,2026/03/13 08:33:45,MB_EMPTY_RESP,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,9
a6505c87-27d2-433e-bac7-d595dc679b25,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:42:55,2026-03-13 08:42:59,2026-03-13,8,4366.0,0,0,-26.524967,-52.34167,-26.525,-52.341667,1,valid,,-74.0,good,moderate,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0023,"DEV=ZF4G-0001|TS=2026-03-13 08:42:55|LAT=-26.524967|LON=-52.341670|GNSSAGE=2026/03/13 08:41:00|NET=LTE CAT-M1|RSSI=-74|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400010002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",,ONLINE,2026/03/13 08:41:00,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,10
4a63ee84-b5bf-4627-9fd9-9831ff1bd89f,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:48:39,2026-03-13 08:56:13,2026-03-13,8,454596.0,1,1,-26.524983,-52.341661,-26.525,-52.341667,1,valid,,-90.0,moderate,moderate,1,0,idle,powered_idle,1,,0,delayed_send;modem_retry,ZEFIRO-0001-0024,"DEV=ZF4G-0001|TS=2026-03-13 08:48:39|LAT=-26.524983|LON=-52.341661|GNSSAGE=2026/03/13 08:47:13|NET=LTE CAT-M1|RSSI=-90|MODEM=RETRY|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400090002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=1|ERR=DELAYED_SEND",buffer/reenvio,RETRY,2026/03/13 08:47:13,DELAYED_SEND,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,11
5f255508-26f4-47ed-bf09-a1150079b697,ZEFIRO,ZF4G-0001,ZEFIRO-0001,ZEFIRO-0001,HiveMQ,ascii,Santa Catarina,ABELARDO LUZ,Fazenda Faxinal,Milho,3114.0,2026-03-13 08:52:24,2026-03-13 08:52:52,2026-03-13,8,28046.0,1,0,-26.524982,-52.341621,-26.525,-52.341667,1,valid,,-81.0,moderate,good,1,0,idle,powered_idle,1,,1,,ZEFIRO-0001-0025,"DEV=ZF4G-0001|TS=2026-03-13 08:52:24|LAT=-26.524982|LON=-52.341621|GNSSAGE=2026/03/13 08:50:19|NET=LTE CAT-M1|RSSI=-81|MODEM=ONLINE|MODBUS_REQ=01040000003CF01B,010403FA000111BF|MODBUS_RESP=01040400010002ABCD,0104020000ABCD|PWR=1|RUN=0|BUF=0|ERR=",atrasado,ONLINE,2026/03/13 08:50:19,,data\raw_samples\raw\zefiro\year=2026\month=03\day=13\hour=08\part-00001.jsonl,12
